Disease ID,Disease Name,Gene ID,No_side,No_gene
C0030297,pancreatic neoplasm,8626,6311.0,6186.0
C0030297,pancreatic neoplasm,8743,6311.0,6289.0
C0030297,pancreatic neoplasm,8795,6311.0,6328.0
C0030297,pancreatic neoplasm,8829,6311.0,6362.0
C0030297,pancreatic neoplasm,8837,6311.0,6369.0
C0030297,pancreatic neoplasm,9564,6311.0,6943.0
C0030297,pancreatic neoplasm,960,6311.0,740.0
C0030297,pancreatic neoplasm,999,6311.0,773.0
C0020507,hyperplasia,10216,8378.0,7519.0
C0020507,hyperplasia,117579,8378.0,14793.0
C0020507,hyperplasia,1280,8378.0,965.0
C0020507,hyperplasia,207,8378.0,146.0
C0020507,hyperplasia,23028,8378.0,11114.0
C0020507,hyperplasia,23476,8378.0,11526.0
C0020507,hyperplasia,2740,8378.0,1932.0
C0020507,hyperplasia,3091,8378.0,2217.0
C0020507,hyperplasia,3162,8378.0,2274.0
C0020507,hyperplasia,3315,8378.0,2398.0
C0020507,hyperplasia,3578,8378.0,2558.0
C0020507,hyperplasia,3596,8378.0,2572.0
C0020507,hyperplasia,3775,8378.0,2723.0
C0020507,hyperplasia,3949,8378.0,2851.0
C0020507,hyperplasia,4143,8378.0,3002.0
C0020507,hyperplasia,4318,8378.0,3132.0
C0020507,hyperplasia,4613,8378.0,3278.0
C0020507,hyperplasia,4780,8378.0,3416.0
C0020507,hyperplasia,4968,8378.0,3557.0
C0020507,hyperplasia,5290,8378.0,3811.0
C0020507,hyperplasia,5597,8378.0,4054.0
C0020507,hyperplasia,5743,8378.0,4173.0
C0020507,hyperplasia,595,8378.0,453.0
C0020507,hyperplasia,6934,8378.0,5116.0
C0020507,hyperplasia,7040,8378.0,5189.0
C0020507,hyperplasia,7538,8378.0,5569.0
C0030193,pain,10887,1352.0,8051.0
C0030193,pain,1268,1352.0,957.0
C0030193,pain,1312,1352.0,993.0
C0030193,pain,133,1352.0,94.0
C0030193,pain,1392,1352.0,1046.0
C0030193,pain,1437,1352.0,1080.0
C0030193,pain,1440,1352.0,1083.0
C0030193,pain,1813,1352.0,1351.0
C0030193,pain,1906,1352.0,1417.0
C0030193,pain,207,1352.0,146.0
C0030193,pain,213,1352.0,151.0
C0030193,pain,23236,1352.0,11308.0
C0030193,pain,2643,1352.0,1864.0
C0030193,pain,27185,1352.0,12794.0
C0030193,pain,2902,1352.0,2061.0
C0030193,pain,3060,1352.0,2191.0
C0030193,pain,3082,1352.0,2211.0
C0030193,pain,3084,1352.0,2214.0
C0030193,pain,3231,1352.0,2335.0
C0030193,pain,3269,1352.0,2361.0
C0030193,pain,3350,1352.0,2417.0
C0030193,pain,3363,1352.0,2429.0
C0030193,pain,3440,1352.0,2473.0
C0030193,pain,3557,1352.0,2538.0
C0030193,pain,3558,1352.0,2539.0
C0030193,pain,358,1352.0,266.0
C0030193,pain,3827,1352.0,2768.0
C0030193,pain,400680,1352.0,5512.0
C0030193,pain,4878,1352.0,3494.0
C0030193,pain,4923,1352.0,3531.0
C0030193,pain,4986,1352.0,3568.0
C0030193,pain,5020,1352.0,3596.0
C0030193,pain,5173,1352.0,3720.0
C0030193,pain,5179,1352.0,3726.0
C0030193,pain,5368,1352.0,3884.0
C0030193,pain,5443,1352.0,3928.0
C0030193,pain,551,1352.0,425.0
C0030193,pain,623,1352.0,469.0
C0030193,pain,624,1352.0,470.0
C0030193,pain,6548,1352.0,4776.0
C0030193,pain,6863,1352.0,5050.0
C0030193,pain,7124,1352.0,5263.0
C0030193,pain,7200,1352.0,5320.0
C0030193,pain,7432,1352.0,5486.0
C0030193,pain,7442,1352.0,5492.0
C0030193,pain,781,1352.0,597.0
C0030193,pain,8989,1352.0,6476.0
C0030193,pain,9177,1352.0,6626.0
C0007117,basal cell carcinoma,100048912,3884.0,13649.0
C0007117,basal cell carcinoma,100307118,3884.0,13532.0
C0007117,basal cell carcinoma,100307119,3884.0,13533.0
C0007117,basal cell carcinoma,100307120,3884.0,13534.0
C0007117,basal cell carcinoma,100307121,3884.0,13535.0
C0007117,basal cell carcinoma,100307122,3884.0,13536.0
C0007117,basal cell carcinoma,100307123,3884.0,13537.0
C0007117,basal cell carcinoma,130540,3884.0,18033.0
C0007117,basal cell carcinoma,26166,3884.0,12396.0
C0007117,basal cell carcinoma,2736,3884.0,1928.0
C0007117,basal cell carcinoma,353238,3884.0,12060.0
C0007117,basal cell carcinoma,3569,3884.0,2550.0
C0007117,basal cell carcinoma,378805,3884.0,12658.0
C0007117,basal cell carcinoma,3852,3884.0,2788.0
C0007117,basal cell carcinoma,3872,3884.0,2800.0
C0007117,basal cell carcinoma,4157,3884.0,3016.0
C0007117,basal cell carcinoma,434,3884.0,329.0
C0007117,basal cell carcinoma,51151,3884.0,14356.0
C0007117,basal cell carcinoma,5727,3884.0,4159.0
C0007117,basal cell carcinoma,5921,3884.0,4303.0
C0007117,basal cell carcinoma,6608,3884.0,4829.0
C0007117,basal cell carcinoma,7015,3884.0,5166.0
C0007117,basal cell carcinoma,7053,3884.0,5202.0
C0007117,basal cell carcinoma,7157,3884.0,5288.0
C0007117,basal cell carcinoma,7299,3884.0,5382.0
C0007117,basal cell carcinoma,7507,3884.0,5544.0
C0007117,basal cell carcinoma,7517,3884.0,5554.0
C0007117,basal cell carcinoma,81037,3884.0,9427.0
C0007117,basal cell carcinoma,8643,3884.0,6200.0
C0948089,acute coronary syndrome,1152,3713.0,889.0
C0948089,acute coronary syndrome,1158,3713.0,894.0
C0948089,acute coronary syndrome,1401,3713.0,1055.0
C0948089,acute coronary syndrome,2023,3713.0,1497.0
C0948089,acute coronary syndrome,2597,3713.0,1834.0
C0948089,acute coronary syndrome,2923,3713.0,2081.0
C0948089,acute coronary syndrome,2934,3713.0,2087.0
C0948089,acute coronary syndrome,2950,3713.0,2100.0
C0948089,acute coronary syndrome,3312,3713.0,2395.0
C0948089,acute coronary syndrome,3329,3713.0,2407.0
C0948089,acute coronary syndrome,338382,3713.0,7921.0
C0948089,acute coronary syndrome,3690,3713.0,2649.0
C0948089,acute coronary syndrome,3945,3713.0,2849.0
C0948089,acute coronary syndrome,397,3713.0,300.0
C0948089,acute coronary syndrome,4318,3713.0,3132.0
C0948089,acute coronary syndrome,462,3713.0,353.0
C0948089,acute coronary syndrome,5069,3713.0,3634.0
C0948089,acute coronary syndrome,5444,3713.0,3929.0
C0948089,acute coronary syndrome,5689,3713.0,4124.0
C0948089,acute coronary syndrome,6648,3713.0,4869.0
C0948089,acute coronary syndrome,7099,3713.0,5244.0
C0948089,acute coronary syndrome,71,3713.0,50.0
C0948089,acute coronary syndrome,7124,3713.0,5263.0
C0948089,acute coronary syndrome,7137,3713.0,5275.0
C0948089,acute coronary syndrome,7139,3713.0,5277.0
C0948089,acute coronary syndrome,7171,3713.0,5301.0
C0948089,acute coronary syndrome,7414,3713.0,5472.0
C0948089,acute coronary syndrome,7431,3713.0,5485.0
C0948089,acute coronary syndrome,81027,3713.0,9417.0
C0948089,acute coronary syndrome,832,3713.0,639.0
C0948089,acute coronary syndrome,84790,3713.0,10298.0
C0206686,adrenocortical carcinoma,1029,9063.0,801.0
C0206686,adrenocortical carcinoma,1499,9063.0,1129.0
C0206686,adrenocortical carcinoma,1616,9063.0,1212.0
C0206686,adrenocortical carcinoma,1956,9063.0,1445.0
C0206686,adrenocortical carcinoma,3480,9063.0,2501.0
C0206686,adrenocortical carcinoma,3481,9063.0,2502.0
C0206686,adrenocortical carcinoma,4221,9063.0,3063.0
C0206686,adrenocortical carcinoma,5243,9063.0,3774.0
C0206686,adrenocortical carcinoma,5925,9063.0,4307.0
C0206686,adrenocortical carcinoma,6240,9063.0,4513.0
C0206686,adrenocortical carcinoma,6678,9063.0,4899.0
C0206686,adrenocortical carcinoma,673,9063.0,513.0
C0206686,adrenocortical carcinoma,7015,9063.0,5166.0
C0206686,adrenocortical carcinoma,7153,9063.0,5285.0
C0206686,adrenocortical carcinoma,7157,9063.0,5288.0
C0206686,adrenocortical carcinoma,84133,9063.0,9967.0
C0206686,adrenocortical carcinoma,9968,9063.0,7305.0
C0036341,schizophrenia,10000,1489.0,7328.0
C0036341,schizophrenia,100196913,1489.0,16775.0
C0036341,schizophrenia,100329170,1489.0,16954.0
C0036341,schizophrenia,100507431,1489.0,13646.0
C0036341,schizophrenia,100528007,1489.0,17313.0
C0036341,schizophrenia,100528016,1489.0,17314.0
C0036341,schizophrenia,1012,1489.0,785.0
C0036341,schizophrenia,101927134,1489.0,10001.0
C0036341,schizophrenia,101927279,1489.0,10106.0
C0036341,schizophrenia,101928630,1489.0,10569.0
C0036341,schizophrenia,101928882,1489.0,10589.0
C0036341,schizophrenia,10198,1489.0,7499.0
C0036341,schizophrenia,102724457,1489.0,13162.0
C0036341,schizophrenia,10274,1489.0,7570.0
C0036341,schizophrenia,10641,1489.0,7871.0
C0036341,schizophrenia,10659,1489.0,7895.0
C0036341,schizophrenia,10718,1489.0,7928.0
C0036341,schizophrenia,10752,1489.0,7956.0
C0036341,schizophrenia,10806,1489.0,7995.0
C0036341,schizophrenia,10814,1489.0,8002.0
C0036341,schizophrenia,10815,1489.0,8003.0
C0036341,schizophrenia,1108,1489.0,853.0
C0036341,schizophrenia,1116,1489.0,859.0
C0036341,schizophrenia,11278,1489.0,8382.0
C0036341,schizophrenia,113,1489.0,77.0
C0036341,schizophrenia,1136,1489.0,876.0
C0036341,schizophrenia,115111,1489.0,14031.0
C0036341,schizophrenia,116369,1489.0,14189.0
C0036341,schizophrenia,116987,1489.0,14571.0
C0036341,schizophrenia,1182,1489.0,909.0
C0036341,schizophrenia,119032,1489.0,14878.0
C0036341,schizophrenia,119749,1489.0,14975.0
C0036341,schizophrenia,1268,1489.0,957.0
C0036341,schizophrenia,1281,1489.0,966.0
C0036341,schizophrenia,131177,1489.0,70.0
C0036341,schizophrenia,1312,1489.0,993.0
C0036341,schizophrenia,132200,1489.0,13926.0
C0036341,schizophrenia,133482,1489.0,1752.0
C0036341,schizophrenia,1356,1489.0,1016.0
C0036341,schizophrenia,146279,1489.0,9351.0
C0036341,schizophrenia,147657,1489.0,9613.0
C0036341,schizophrenia,147929,1489.0,9638.0
C0036341,schizophrenia,152330,1489.0,10701.0
C0036341,schizophrenia,160777,1489.0,13171.0
C0036341,schizophrenia,1610,1489.0,1206.0
C0036341,schizophrenia,166378,1489.0,13484.0
C0036341,schizophrenia,1739,1489.0,1290.0
C0036341,schizophrenia,1806,1489.0,1344.0
C0036341,schizophrenia,1812,1489.0,1350.0
C0036341,schizophrenia,1813,1489.0,1351.0
C0036341,schizophrenia,1814,1489.0,1352.0
C0036341,schizophrenia,1815,1489.0,1353.0
C0036341,schizophrenia,1983,1489.0,1464.0
C0036341,schizophrenia,203062,1489.0,4689.0
C0036341,schizophrenia,207,1489.0,146.0
C0036341,schizophrenia,2107,1489.0,1555.0
C0036341,schizophrenia,220988,1489.0,11844.0
C0036341,schizophrenia,221393,1489.0,11919.0
C0036341,schizophrenia,222698,1489.0,12343.0
C0036341,schizophrenia,2242,1489.0,1656.0
C0036341,schizophrenia,2260,1489.0,1674.0
C0036341,schizophrenia,22854,1489.0,10969.0
C0036341,schizophrenia,22906,1489.0,11018.0
C0036341,schizophrenia,22978,1489.0,11066.0
C0036341,schizophrenia,22997,1489.0,11084.0
C0036341,schizophrenia,23228,1489.0,11300.0
C0036341,schizophrenia,23236,1489.0,11308.0
C0036341,schizophrenia,23293,1489.0,11360.0
C0036341,schizophrenia,23314,1489.0,11376.0
C0036341,schizophrenia,23339,1489.0,11401.0
C0036341,schizophrenia,23731,1489.0,11706.0
C0036341,schizophrenia,23774,1489.0,11726.0
C0036341,schizophrenia,23780,1489.0,11728.0
C0036341,schizophrenia,2475,1489.0,1757.0
C0036341,schizophrenia,255101,1489.0,16849.0
C0036341,schizophrenia,2559,1489.0,1803.0
C0036341,schizophrenia,2561,1489.0,1805.0
C0036341,schizophrenia,2563,1489.0,1807.0
C0036341,schizophrenia,2571,1489.0,1815.0
C0036341,schizophrenia,2572,1489.0,1816.0
C0036341,schizophrenia,25791,1489.0,12107.0
C0036341,schizophrenia,25797,1489.0,12112.0
C0036341,schizophrenia,25874,1489.0,12173.0
C0036341,schizophrenia,259173,1489.0,17459.0
C0036341,schizophrenia,26047,1489.0,12312.0
C0036341,schizophrenia,26051,1489.0,12316.0
C0036341,schizophrenia,26058,1489.0,12323.0
C0036341,schizophrenia,267012,1489.0,3486.0
C0036341,schizophrenia,2694,1489.0,1904.0
C0036341,schizophrenia,27184,1489.0,12793.0
C0036341,schizophrenia,27185,1489.0,12794.0
C0036341,schizophrenia,27257,1489.0,12834.0
C0036341,schizophrenia,280636,1489.0,9919.0
C0036341,schizophrenia,2823,1489.0,1993.0
C0036341,schizophrenia,284217,1489.0,10814.0
C0036341,schizophrenia,288,1489.0,207.0
C0036341,schizophrenia,2887,1489.0,2046.0
C0036341,schizophrenia,2898,1489.0,2057.0
C0036341,schizophrenia,2901,1489.0,2060.0
C0036341,schizophrenia,2903,1489.0,2062.0
C0036341,schizophrenia,2904,1489.0,2063.0
C0036341,schizophrenia,2906,1489.0,2065.0
C0036341,schizophrenia,2908,1489.0,2067.0
C0036341,schizophrenia,29115,1489.0,13136.0
C0036341,schizophrenia,29119,1489.0,13140.0
C0036341,schizophrenia,2912,1489.0,2070.0
C0036341,schizophrenia,2913,1489.0,2071.0
C0036341,schizophrenia,2931,1489.0,2085.0
C0036341,schizophrenia,2932,1489.0,2086.0
C0036341,schizophrenia,2989,1489.0,2132.0
C0036341,schizophrenia,3084,1489.0,2214.0
C0036341,schizophrenia,3094,1489.0,2220.0
C0036341,schizophrenia,3123,1489.0,2245.0
C0036341,schizophrenia,319100,1489.0,16266.0
C0036341,schizophrenia,3240,1489.0,2344.0
C0036341,schizophrenia,3269,1489.0,2361.0
C0036341,schizophrenia,3356,1489.0,2422.0
C0036341,schizophrenia,3362,1489.0,2428.0
C0036341,schizophrenia,3363,1489.0,2429.0
C0036341,schizophrenia,338442,1489.0,7961.0
C0036341,schizophrenia,339230,1489.0,8443.0
C0036341,schizophrenia,347689,1489.0,10552.0
C0036341,schizophrenia,348,1489.0,258.0
C0036341,schizophrenia,348327,1489.0,10618.0
C0036341,schizophrenia,348751,1489.0,10669.0
C0036341,schizophrenia,348980,1489.0,10706.0
C0036341,schizophrenia,3553,1489.0,2534.0
C0036341,schizophrenia,3559,1489.0,2540.0
C0036341,schizophrenia,3569,1489.0,2550.0
C0036341,schizophrenia,3570,1489.0,2551.0
C0036341,schizophrenia,3632,1489.0,2603.0
C0036341,schizophrenia,3699,1489.0,2657.0
C0036341,schizophrenia,3700,1489.0,2658.0
C0036341,schizophrenia,3703,1489.0,2661.0
C0036341,schizophrenia,3791,1489.0,2736.0
C0036341,schizophrenia,3836,1489.0,2774.0
C0036341,schizophrenia,387032,1489.0,16997.0
C0036341,schizophrenia,387509,1489.0,17056.0
C0036341,schizophrenia,3908,1489.0,2823.0
C0036341,schizophrenia,400765,1489.0,5587.0
C0036341,schizophrenia,4035,1489.0,2907.0
C0036341,schizophrenia,404686,1489.0,8435.0
C0036341,schizophrenia,406928,1489.0,8743.0
C0036341,schizophrenia,407025,1489.0,8786.0
C0036341,schizophrenia,407026,1489.0,8787.0
C0036341,schizophrenia,4124,1489.0,2985.0
C0036341,schizophrenia,4129,1489.0,2990.0
C0036341,schizophrenia,4160,1489.0,3019.0
C0036341,schizophrenia,4233,1489.0,3071.0
C0036341,schizophrenia,4524,1489.0,3215.0
C0036341,schizophrenia,4538,1489.0,3224.0
C0036341,schizophrenia,4729,1489.0,3384.0
C0036341,schizophrenia,4775,1489.0,3412.0
C0036341,schizophrenia,4790,1489.0,3421.0
C0036341,schizophrenia,4842,1489.0,3462.0
C0036341,schizophrenia,4855,1489.0,3472.0
C0036341,schizophrenia,488,1489.0,377.0
C0036341,schizophrenia,4900,1489.0,3512.0
C0036341,schizophrenia,4908,1489.0,3520.0
C0036341,schizophrenia,4914,1489.0,3523.0
C0036341,schizophrenia,4923,1489.0,3531.0
C0036341,schizophrenia,5021,1489.0,3597.0
C0036341,schizophrenia,5045,1489.0,3616.0
C0036341,schizophrenia,5062,1489.0,3628.0
C0036341,schizophrenia,5108,1489.0,3664.0
C0036341,schizophrenia,51150,1489.0,14355.0
C0036341,schizophrenia,5142,1489.0,3689.0
C0036341,schizophrenia,5245,1489.0,3776.0
C0036341,schizophrenia,5286,1489.0,3807.0
C0036341,schizophrenia,5291,1489.0,3812.0
C0036341,schizophrenia,5362,1489.0,3878.0
C0036341,schizophrenia,5371,1489.0,3886.0
C0036341,schizophrenia,54659,1489.0,15117.0
C0036341,schizophrenia,54805,1489.0,15181.0
C0036341,schizophrenia,54806,1489.0,15182.0
C0036341,schizophrenia,551,1489.0,425.0
C0036341,schizophrenia,55206,1489.0,15506.0
C0036341,schizophrenia,55366,1489.0,15644.0
C0036341,schizophrenia,55568,1489.0,15708.0
C0036341,schizophrenia,55717,1489.0,15833.0
C0036341,schizophrenia,55733,1489.0,15847.0
C0036341,schizophrenia,55737,1489.0,15851.0
C0036341,schizophrenia,55741,1489.0,15855.0
C0036341,schizophrenia,55824,1489.0,15928.0
C0036341,schizophrenia,5587,1489.0,4044.0
C0036341,schizophrenia,5625,1489.0,4079.0
C0036341,schizophrenia,5639,1489.0,4089.0
C0036341,schizophrenia,5649,1489.0,4095.0
C0036341,schizophrenia,56603,1489.0,16143.0
C0036341,schizophrenia,56924,1489.0,16240.0
C0036341,schizophrenia,56957,1489.0,16267.0
C0036341,schizophrenia,57142,1489.0,16379.0
C0036341,schizophrenia,57188,1489.0,16416.0
C0036341,schizophrenia,5740,1489.0,4170.0
C0036341,schizophrenia,57412,1489.0,16484.0
C0036341,schizophrenia,57476,1489.0,16522.0
C0036341,schizophrenia,57502,1489.0,16544.0
C0036341,schizophrenia,57688,1489.0,16697.0
C0036341,schizophrenia,5816,1489.0,4222.0
C0036341,schizophrenia,5973,1489.0,4340.0
C0036341,schizophrenia,5999,1489.0,4363.0
C0036341,schizophrenia,6002,1489.0,4366.0
C0036341,schizophrenia,60493,1489.0,17165.0
C0036341,schizophrenia,607,1489.0,462.0
C0036341,schizophrenia,619488,1489.0,13166.0
C0036341,schizophrenia,627,1489.0,471.0
C0036341,schizophrenia,6347,1489.0,4602.0
C0036341,schizophrenia,6365,1489.0,4618.0
C0036341,schizophrenia,6377,1489.0,4629.0
C0036341,schizophrenia,6378,1489.0,4630.0
C0036341,schizophrenia,63826,1489.0,17636.0
C0036341,schizophrenia,63944,1489.0,17681.0
C0036341,schizophrenia,641372,1489.0,14631.0
C0036341,schizophrenia,6426,1489.0,4664.0
C0036341,schizophrenia,64478,1489.0,17859.0
C0036341,schizophrenia,6472,1489.0,4706.0
C0036341,schizophrenia,64919,1489.0,17999.0
C0036341,schizophrenia,65078,1489.0,18050.0
C0036341,schizophrenia,6529,1489.0,4759.0
C0036341,schizophrenia,6531,1489.0,4761.0
C0036341,schizophrenia,6532,1489.0,4762.0
C0036341,schizophrenia,6671,1489.0,4892.0
C0036341,schizophrenia,6733,1489.0,4944.0
C0036341,schizophrenia,6854,1489.0,5042.0
C0036341,schizophrenia,6855,1489.0,5043.0
C0036341,schizophrenia,6863,1489.0,5050.0
C0036341,schizophrenia,6925,1489.0,5110.0
C0036341,schizophrenia,694,1489.0,527.0
C0036341,schizophrenia,6942,1489.0,5124.0
C0036341,schizophrenia,7057,1489.0,5206.0
C0036341,schizophrenia,7124,1489.0,5263.0
C0036341,schizophrenia,7157,1489.0,5288.0
C0036341,schizophrenia,7166,1489.0,5296.0
C0036341,schizophrenia,7434,1489.0,5488.0
C0036341,schizophrenia,7444,1489.0,5494.0
C0036341,schizophrenia,7726,1489.0,5667.0
C0036341,schizophrenia,775,1489.0,591.0
C0036341,schizophrenia,783,1489.0,599.0
C0036341,schizophrenia,79018,1489.0,8621.0
C0036341,schizophrenia,80145,1489.0,9199.0
C0036341,schizophrenia,80832,1489.0,9390.0
C0036341,schizophrenia,816,1489.0,623.0
C0036341,schizophrenia,8204,1489.0,5878.0
C0036341,schizophrenia,8295,1489.0,5919.0
C0036341,schizophrenia,837,1489.0,644.0
C0036341,schizophrenia,8379,1489.0,5991.0
C0036341,schizophrenia,83857,1489.0,9852.0
C0036341,schizophrenia,83943,1489.0,9896.0
C0036341,schizophrenia,8400,1489.0,6005.0
C0036341,schizophrenia,8401,1489.0,6006.0
C0036341,schizophrenia,84062,1489.0,9928.0
C0036341,schizophrenia,84334,1489.0,10104.0
C0036341,schizophrenia,8452,1489.0,6044.0
C0036341,schizophrenia,84547,1489.0,10187.0
C0036341,schizophrenia,84628,1489.0,10214.0
C0036341,schizophrenia,84678,1489.0,10248.0
C0036341,schizophrenia,8542,1489.0,6125.0
C0036341,schizophrenia,8787,1489.0,6321.0
C0036341,schizophrenia,8806,1489.0,6339.0
C0036341,schizophrenia,8991,1489.0,6477.0
C0036341,schizophrenia,90139,1489.0,11888.0
C0036341,schizophrenia,90273,1489.0,11910.0
C0036341,schizophrenia,90952,1489.0,12031.0
C0036341,schizophrenia,91574,1489.0,12304.0
C0036341,schizophrenia,9162,1489.0,6616.0
C0036341,schizophrenia,91752,1489.0,12415.0
C0036341,schizophrenia,92017,1489.0,12521.0
C0036341,schizophrenia,9378,1489.0,6780.0
C0036341,schizophrenia,94026,1489.0,13005.0
C0036341,schizophrenia,9508,1489.0,6891.0
C0036341,schizophrenia,9600,1489.0,6968.0
C0036341,schizophrenia,9628,1489.0,6993.0
C0036341,schizophrenia,9638,1489.0,7003.0
C0036341,schizophrenia,9651,1489.0,7016.0
C0036341,schizophrenia,9685,1489.0,7048.0
C0036341,schizophrenia,9745,1489.0,7102.0
C0036341,schizophrenia,9821,1489.0,7175.0
C0036341,schizophrenia,9839,1489.0,7193.0
C0036341,schizophrenia,9947,1489.0,7286.0
C0036341,schizophrenia,9993,1489.0,7325.0
C0004134,ataxia,131669,1927.0,455.0
C0004134,ataxia,1356,1927.0,1016.0
C0004134,ataxia,1960,1927.0,1448.0
C0004134,ataxia,22,1927.0,14.0
C0004134,ataxia,2554,1927.0,1798.0
C0004134,ataxia,2557,1927.0,1801.0
C0004134,ataxia,348980,1927.0,10706.0
C0004134,ataxia,372,1927.0,277.0
C0004134,ataxia,4864,1927.0,3481.0
C0004134,ataxia,538,1927.0,417.0
C0004134,ataxia,6334,1927.0,4589.0
C0004134,ataxia,6513,1927.0,4743.0
C0004134,ataxia,773,1927.0,589.0
C0004134,ataxia,785,1927.0,601.0
C0004134,ataxia,9254,1927.0,6686.0
C0011991,diarrhea,1440,5679.0,1083.0
C0011991,diarrhea,2984,5679.0,2129.0
C0011991,diarrhea,3440,5679.0,2473.0
C0011991,diarrhea,3552,5679.0,2533.0
C0011991,diarrhea,3557,5679.0,2538.0
C0011991,diarrhea,4057,5679.0,2928.0
C0011991,diarrhea,4645,5679.0,3305.0
C0011991,diarrhea,5697,5679.0,4132.0
C0011991,diarrhea,6550,5679.0,4778.0
C0011991,diarrhea,929,5679.0,712.0
C0085580,essential hypertension,100188321,9366.0,13979.0
C0085580,essential hypertension,100188807,9366.0,14059.0
C0085580,essential hypertension,100188808,9366.0,14060.0
C0085580,essential hypertension,100188825,9366.0,14064.0
C0085580,essential hypertension,117191,9366.0,14705.0
C0085580,essential hypertension,118,9366.0,82.0
C0085580,essential hypertension,1577,9366.0,1178.0
C0085580,essential hypertension,183,9366.0,132.0
C0085580,essential hypertension,185,9366.0,133.0
C0085580,essential hypertension,1889,9366.0,1407.0
C0085580,essential hypertension,2784,9366.0,1961.0
C0085580,essential hypertension,387575,9366.0,17064.0
C0085580,essential hypertension,444980,9366.0,14771.0
C0085580,essential hypertension,481,9366.0,372.0
C0085580,essential hypertension,4843,9366.0,3463.0
C0085580,essential hypertension,4846,9366.0,3464.0
C0085580,essential hypertension,50986,9366.0,14232.0
C0085580,essential hypertension,51320,9366.0,14492.0
C0085580,essential hypertension,5740,9366.0,4170.0
C0085580,essential hypertension,6401,9366.0,4646.0
C0085580,essential hypertension,8490,9366.0,6074.0
C0019163,hepatitis b,1548,6153.0,1163.0
C0019163,hepatitis b,2903,6153.0,2062.0
C0019163,hepatitis b,3113,6153.0,2237.0
C0019163,hepatitis b,3115,6153.0,2239.0
C0019163,hepatitis b,3240,6153.0,2344.0
C0019163,hepatitis b,3439,6153.0,2472.0
C0019163,hepatitis b,3440,6153.0,2473.0
C0019163,hepatitis b,3455,6153.0,2488.0
C0019163,hepatitis b,3456,6153.0,2489.0
C0019163,hepatitis b,3458,6153.0,2490.0
C0019163,hepatitis b,3459,6153.0,2491.0
C0019163,hepatitis b,3588,6153.0,2565.0
C0019163,hepatitis b,4015,6153.0,2898.0
C0019163,hepatitis b,4017,6153.0,2900.0
C0019163,hepatitis b,6554,6153.0,4781.0
C0019163,hepatitis b,7332,6153.0,5405.0
C0024117,chronic obstructive airway disease,100529262,4597.0,17461.0
C0024117,chronic obstructive airway disease,100529264,4597.0,17462.0
C0024117,chronic obstructive airway disease,10144,4597.0,7455.0
C0024117,chronic obstructive airway disease,10411,4597.0,7675.0
C0024117,chronic obstructive airway disease,11097,4597.0,8235.0
C0024117,chronic obstructive airway disease,1136,4597.0,876.0
C0024117,chronic obstructive airway disease,1138,4597.0,878.0
C0024117,chronic obstructive airway disease,123688,4597.0,16788.0
C0024117,chronic obstructive airway disease,132320,4597.0,945.0
C0024117,chronic obstructive airway disease,1543,4597.0,1160.0
C0024117,chronic obstructive airway disease,1544,4597.0,1161.0
C0024117,chronic obstructive airway disease,170679,4597.0,13603.0
C0024117,chronic obstructive airway disease,170680,4597.0,13604.0
C0024117,chronic obstructive airway disease,1740,4597.0,1291.0
C0024117,chronic obstructive airway disease,192668,4597.0,17350.0
C0024117,chronic obstructive airway disease,200373,4597.0,2713.0
C0024117,chronic obstructive airway disease,2052,4597.0,1522.0
C0024117,chronic obstructive airway disease,260431,4597.0,17635.0
C0024117,chronic obstructive airway disease,283229,4597.0,10672.0
C0024117,chronic obstructive airway disease,3066,4597.0,2196.0
C0024117,chronic obstructive airway disease,3107,4597.0,2231.0
C0024117,chronic obstructive airway disease,311,4597.0,222.0
C0024117,chronic obstructive airway disease,3162,4597.0,2274.0
C0024117,chronic obstructive airway disease,3356,4597.0,2422.0
C0024117,chronic obstructive airway disease,338811,4597.0,8269.0
C0024117,chronic obstructive airway disease,3576,4597.0,2556.0
C0024117,chronic obstructive airway disease,3658,4597.0,2620.0
C0024117,chronic obstructive airway disease,388815,4597.0,17299.0
C0024117,chronic obstructive airway disease,4312,4597.0,3127.0
C0024117,chronic obstructive airway disease,4318,4597.0,3132.0
C0024117,chronic obstructive airway disease,4323,4597.0,3138.0
C0024117,chronic obstructive airway disease,4843,4597.0,3463.0
C0024117,chronic obstructive airway disease,4846,4597.0,3464.0
C0024117,chronic obstructive airway disease,5265,4597.0,3790.0
C0024117,chronic obstructive airway disease,57484,4597.0,16529.0
C0024117,chronic obstructive airway disease,59341,4597.0,16989.0
C0024117,chronic obstructive airway disease,6441,4597.0,4676.0
C0024117,chronic obstructive airway disease,64478,4597.0,17859.0
C0024117,chronic obstructive airway disease,6649,4597.0,4870.0
C0024117,chronic obstructive airway disease,7040,4597.0,5189.0
C0024117,chronic obstructive airway disease,7042,4597.0,5191.0
C0024117,chronic obstructive airway disease,7124,4597.0,5263.0
C0024117,chronic obstructive airway disease,7139,4597.0,5277.0
C0024117,chronic obstructive airway disease,7157,4597.0,5288.0
C0024117,chronic obstructive airway disease,7356,4597.0,5424.0
C0024117,chronic obstructive airway disease,79890,4597.0,9069.0
C0024117,chronic obstructive airway disease,80150,4597.0,9202.0
C0024117,chronic obstructive airway disease,80195,4597.0,9221.0
