STITCH,Gene,No_drug,No_gene
CID000002585,3354,218.0,2420.0
CID000002585,3357,218.0,2423.0
CID000002585,3356,218.0,2422.0
CID000002585,5731,218.0,4163.0
CID000002585,10316,218.0,7606.0
CID000002585,5733,218.0,4165.0
CID000002585,5732,218.0,4164.0
CID000002585,5739,218.0,4169.0
CID000002585,3358,218.0,2424.0
CID000002585,23620,218.0,11654.0
CID000002585,5995,218.0,4359.0
CID000002585,56413,218.0,16123.0
CID000002585,1812,218.0,1350.0
CID000002585,6915,218.0,5101.0
CID000002585,4158,218.0,3017.0
CID000002585,4159,218.0,3018.0
CID000002585,11250,218.0,8359.0
CID000002585,1814,218.0,1352.0
CID000002585,8484,218.0,6072.0
CID000002585,81491,218.0,9483.0
CID000002585,83551,218.0,9766.0
CID000002585,680,218.0,518.0
CID000002585,11255,218.0,8364.0
CID000002519,5837,541.0,4241.0
CID000002519,5834,541.0,4239.0
CID000002519,5016,541.0,3592.0
CID000002519,140,541.0,99.0
CID000002519,1116,541.0,859.0
CID000002519,3757,541.0,2705.0
CID000002519,136,541.0,97.0
CID000002519,135,541.0,98.0
CID000002519,134,541.0,95.0
CID000002519,1117,541.0,860.0
CID000002519,27159,541.0,12774.0
CID000003639,759,44.0,576.0
CID000003639,760,44.0,577.0
CID000003715,1269,517.0,958.0
CID000003715,124274,517.0,16901.0
CID000003715,2849,517.0,2017.0
CID000003715,2847,517.0,2015.0
CID000003715,2844,517.0,2012.0
CID000003715,2845,517.0,2013.0
CID000003715,2842,517.0,2010.0
CID000003715,5742,517.0,4172.0
CID000003715,4025,517.0,2903.0
CID000003715,54112,517.0,14956.0
CID000003715,136,517.0,97.0
CID000003715,135,517.0,98.0
CID000003715,134,517.0,95.0
CID000003715,10692,517.0,7915.0
CID000003715,2652,517.0,1873.0
CID000003715,9287,517.0,6710.0
CID000003715,9283,517.0,6708.0
CID000003715,4985,517.0,3567.0
CID000003715,4987,517.0,3571.0
CID000003715,4986,517.0,3568.0
CID000003715,4988,517.0,3570.0
CID000003715,27201,517.0,12801.0
CID000003715,4889,517.0,3504.0
CID000003715,221391,517.0,11917.0
CID000003715,2850,517.0,2018.0
CID000003715,84539,517.0,10181.0
CID000003715,84634,517.0,10220.0
CID000003715,4887,517.0,3503.0
CID000003715,54329,517.0,14986.0
CID000003715,54328,517.0,14985.0
CID000003715,10886,517.0,8050.0
CID000003715,10887,517.0,8051.0
CID000003715,729230,517.0,5950.0
CID000003715,6718,517.0,4930.0
CID000003715,5468,517.0,3950.0
CID000003715,23566,517.0,11609.0
CID000003715,10888,517.0,8052.0
CID000003715,9170,517.0,6622.0
CID000003715,6010,517.0,4374.0
CID000003715,3248,517.0,2348.0
CID000003715,56923,517.0,16239.0
CID000003715,2798,517.0,1973.0
CID000003715,5743,517.0,4173.0
CID000003715,128674,517.0,17551.0
CID000003715,5730,517.0,4162.0
CID000003715,10803,517.0,7993.0
CID000003715,319100,517.0,16266.0
CID000003715,23596,517.0,11633.0
CID000003715,10327,517.0,7615.0
CID000003715,94233,517.0,13038.0
CID000003715,3274,517.0,2365.0
CID000003715,285601,517.0,11507.0
CID000003715,2827,517.0,1997.0
CID000003715,53831,517.0,14902.0
CID000003715,1902,517.0,1415.0
CID000003715,338557,517.0,8041.0
CID000003715,367,517.0,274.0
CID000003715,1234,517.0,937.0
CID000003715,1230,517.0,933.0
CID000003715,1813,517.0,1351.0
CID000003715,1232,517.0,935.0
CID000003715,1233,517.0,936.0
CID000003715,1238,517.0,941.0
CID000003715,247,517.0,176.0
CID000003715,246,517.0,175.0
CID000003715,240,517.0,170.0
CID000003715,242,517.0,172.0
CID000003715,2837,517.0,2006.0
CID000003715,2835,517.0,2005.0
CID000003715,2834,517.0,2004.0
CID000003715,2832,517.0,2002.0
CID000003715,8288,517.0,5912.0
CID000003715,2830,517.0,2000.0
CID000003715,2831,517.0,2001.0
CID000003715,344561,517.0,9643.0
CID000003715,7276,517.0,5362.0
CID000003715,3354,517.0,2420.0
CID000003715,5737,517.0,4167.0
CID000003715,1241,517.0,943.0
CID000003715,8811,517.0,6343.0
CID000003715,3351,517.0,2418.0
CID000003715,441282,517.0,13862.0
CID000003715,83550,517.0,9765.0
CID000003715,83551,517.0,9766.0
CID000003715,623,517.0,469.0
CID000003715,2861,517.0,2025.0
CID000003715,64106,517.0,17738.0
CID000003715,3352,517.0,2419.0
CID000003715,339403,517.0,8465.0
CID000003715,153,517.0,109.0
CID000003715,7852,517.0,5746.0
CID000003715,83873,517.0,9862.0
CID000003715,152,517.0,108.0
CID000003715,118442,517.0,14830.0
CID000003715,7018,517.0,5168.0
CID000003715,145482,517.0,9103.0
CID000003715,155,517.0,111.0
CID000003715,9038,517.0,6507.0
CID000003715,134864,517.0,2738.0
CID000003715,64582,517.0,17880.0
CID000003715,4829,517.0,3451.0
CID000003715,5540,517.0,4005.0
CID000003715,3361,517.0,2427.0
CID000003715,3362,517.0,2428.0
CID000003715,3363,517.0,2429.0
CID000003715,57016,517.0,16302.0
CID000003715,186,517.0,134.0
CID000003715,187,517.0,135.0
CID000003715,185,517.0,133.0
CID000003715,4353,517.0,3160.0
CID000003715,2587,517.0,1825.0
CID000003715,9293,517.0,6713.0
CID000003715,5021,517.0,3597.0
CID000003715,10663,517.0,7893.0
CID000003715,57007,517.0,16300.0
CID000003715,134391,517.0,2400.0
CID000003715,10316,517.0,7606.0
CID000003715,8477,517.0,6066.0
CID000003715,552,517.0,426.0
CID000003715,4157,517.0,3016.0
CID000003715,84109,517.0,9959.0
CID000003715,2925,517.0,2082.0
CID000003715,5956,517.0,4329.0
CID000003715,6752,517.0,4963.0
CID000003715,6753,517.0,4964.0
CID000003715,350383,517.0,10913.0
CID000003715,6751,517.0,4962.0
CID000003715,6754,517.0,4965.0
CID000003715,6755,517.0,4966.0
CID000003715,2693,517.0,1903.0
CID000003715,151,517.0,107.0
CID000003715,150,517.0,106.0
CID000003715,2862,517.0,2026.0
CID000003715,2863,517.0,2027.0
CID000003715,887,517.0,678.0
CID000003715,886,517.0,677.0
CID000003715,83592,517.0,9772.0
CID000003715,554,517.0,428.0
CID000003715,4886,517.0,3502.0
CID000003715,2739,517.0,1931.0
CID000003715,4241,517.0,3078.0
CID000003715,59340,517.0,16988.0
CID000003715,3062,517.0,2193.0
CID000003715,3061,517.0,2192.0
CID000003715,59344,517.0,16992.0
CID000003715,239,517.0,169.0
CID000003715,7173,517.0,5303.0
CID000003715,231,517.0,167.0
CID000003715,7837,517.0,5738.0
CID000003715,4923,517.0,3531.0
CID000003715,1816,517.0,1354.0
CID000003715,5729,517.0,4161.0
CID000003715,2730,517.0,1923.0
CID000003715,4161,517.0,3020.0
CID000003715,4160,517.0,3019.0
CID000003715,11245,517.0,8355.0
CID000003715,7201,517.0,5321.0
CID000003715,139760,517.0,6242.0
CID000003715,137902,517.0,5023.0
CID000003715,146,517.0,103.0
CID000003715,147,517.0,104.0
CID000003715,140,517.0,99.0
CID000003715,10170,517.0,7479.0
CID000003715,51289,517.0,14461.0
CID000003715,611,517.0,465.0
CID000003715,148,517.0,105.0
CID000003715,3355,517.0,2421.0
CID000003715,5734,517.0,4166.0
CID000003715,3357,517.0,2423.0
CID000003715,3356,517.0,2422.0
CID000003715,5731,517.0,4163.0
CID000003715,3350,517.0,2417.0
CID000003715,5733,517.0,4165.0
CID000003715,5732,517.0,4164.0
CID000003715,9376,517.0,6778.0
CID000003715,5739,517.0,4169.0
CID000003715,3358,517.0,2424.0
CID000003715,23620,517.0,11654.0
CID000003715,5995,517.0,4359.0
CID000003715,56413,517.0,16123.0
CID000003715,1812,517.0,1350.0
CID000003715,6915,517.0,5101.0
CID000003715,4158,517.0,3017.0
CID000003715,4159,517.0,3018.0
CID000003715,6916,517.0,5102.0
CID000003715,11250,517.0,8359.0
CID000003715,11251,517.0,8360.0
CID000003715,1814,517.0,1352.0
CID000003715,8484,517.0,6072.0
CID000003715,81491,517.0,9483.0
CID000003715,680,517.0,518.0
CID000003715,11255,517.0,8364.0
CID000003676,4241,407.0,3078.0
CID000003676,6329,407.0,4585.0
CID000003676,7018,407.0,5168.0
CID000003676,6328,407.0,4584.0
CID000003702,768,639.0,585.0
CID000003702,771,639.0,588.0
CID000003702,770,639.0,587.0
CID000003702,762,639.0,579.0
CID000003702,763,639.0,580.0
CID000003702,760,639.0,577.0
CID000003702,761,639.0,578.0
CID000003702,766,639.0,583.0
CID000003702,767,639.0,584.0
CID000003702,56934,639.0,16247.0
CID000003702,377677,639.0,14081.0
CID000003702,11238,639.0,8350.0
CID000003702,5793,639.0,4205.0
CID000003702,5803,639.0,4215.0
CID000003702,765,639.0,582.0
CID000003702,759,639.0,576.0
CID000003899,1544,49.0,1161.0
CID000003899,1723,49.0,1276.0
CID000054454,10599,633.0,7835.0
CID000054454,3156,633.0,2269.0
CID000054454,5243,633.0,3774.0
CID000054454,1244,633.0,944.0
CID000002160,1269,519.0,958.0
CID000002160,124274,519.0,16901.0
CID000002160,2849,519.0,2017.0
CID000002160,2847,519.0,2015.0
CID000002160,2844,519.0,2012.0
CID000002160,2845,519.0,2013.0
CID000002160,2842,519.0,2010.0
CID000002160,54112,519.0,14956.0
CID000002160,136,519.0,97.0
CID000002160,135,519.0,98.0
CID000002160,134,519.0,95.0
CID000002160,10692,519.0,7915.0
CID000002160,118442,519.0,14830.0
CID000002160,55117,519.0,15433.0
CID000002160,9287,519.0,6710.0
CID000002160,9283,519.0,6708.0
CID000002160,28968,519.0,13065.0
CID000002160,6326,519.0,4582.0
CID000002160,4985,519.0,3567.0
CID000002160,4987,519.0,3571.0
CID000002160,4986,519.0,3568.0
CID000002160,4988,519.0,3570.0
CID000002160,388662,519.0,17277.0
CID000002160,4889,519.0,3504.0
CID000002160,221391,519.0,11917.0
CID000002160,2850,519.0,2018.0
CID000002160,84539,519.0,10181.0
CID000002160,84634,519.0,10220.0
CID000002160,4887,519.0,3503.0
CID000002160,54329,519.0,14986.0
CID000002160,54328,519.0,14985.0
CID000002160,10886,519.0,8050.0
CID000002160,10887,519.0,8051.0
CID000002160,729230,519.0,5950.0
CID000002160,23566,519.0,11609.0
CID000002160,10888,519.0,8052.0
CID000002160,9170,519.0,6622.0
CID000002160,6010,519.0,4374.0
CID000002160,56923,519.0,16239.0
CID000002160,83873,519.0,9862.0
CID000002160,2798,519.0,1973.0
CID000002160,128674,519.0,17551.0
CID000002160,10803,519.0,7993.0
CID000002160,1128,519.0,868.0
CID000002160,1129,519.0,869.0
CID000002160,319100,519.0,16266.0
CID000002160,23596,519.0,11633.0
CID000002160,94233,519.0,13038.0
CID000002160,3274,519.0,2365.0
CID000002160,285601,519.0,11507.0
CID000002160,2827,519.0,1997.0
CID000002160,53831,519.0,14902.0
CID000002160,1232,519.0,935.0
CID000002160,1902,519.0,1415.0
CID000002160,9152,519.0,6609.0
CID000002160,338557,519.0,8041.0
CID000002160,54716,519.0,15136.0
CID000002160,1234,519.0,937.0
CID000002160,64582,519.0,17880.0
CID000002160,1230,519.0,933.0
CID000002160,1813,519.0,1351.0
CID000002160,5005,519.0,3585.0
CID000002160,1233,519.0,936.0
CID000002160,1133,519.0,873.0
CID000002160,1132,519.0,872.0
CID000002160,1131,519.0,871.0
CID000002160,1238,519.0,941.0
CID000002160,7852,519.0,5746.0
CID000002160,2837,519.0,2006.0
CID000002160,2835,519.0,2005.0
CID000002160,2834,519.0,2004.0
CID000002160,2832,519.0,2002.0
CID000002160,2831,519.0,2001.0
CID000002160,2830,519.0,2000.0
CID000002160,344561,519.0,9643.0
CID000002160,2652,519.0,1873.0
CID000002160,3354,519.0,2420.0
CID000002160,5737,519.0,4167.0
CID000002160,1241,519.0,943.0
CID000002160,8811,519.0,6343.0
CID000002160,3351,519.0,2418.0
CID000002160,83550,519.0,9765.0
CID000002160,83551,519.0,9766.0
CID000002160,623,519.0,469.0
CID000002160,2861,519.0,2025.0
CID000002160,64106,519.0,17738.0
CID000002160,3352,519.0,2419.0
CID000002160,339403,519.0,8465.0
CID000002160,153,519.0,109.0
CID000002160,3757,519.0,2705.0
CID000002160,6536,519.0,4766.0
CID000002160,3269,519.0,2361.0
CID000002160,6534,519.0,4764.0
CID000002160,6535,519.0,4765.0
CID000002160,6532,519.0,4762.0
CID000002160,6533,519.0,4763.0
CID000002160,6530,519.0,4760.0
CID000002160,6531,519.0,4761.0
CID000002160,155,519.0,111.0
CID000002160,9038,519.0,6507.0
CID000002160,134864,519.0,2738.0
CID000002160,6538,519.0,4767.0
CID000002160,6539,519.0,4768.0
CID000002160,554,519.0,428.0
CID000002160,4829,519.0,3451.0
CID000002160,5540,519.0,4005.0
CID000002160,3361,519.0,2427.0
CID000002160,3362,519.0,2428.0
CID000002160,3363,519.0,2429.0
CID000002160,186,519.0,134.0
CID000002160,187,519.0,135.0
CID000002160,185,519.0,133.0
CID000002160,2587,519.0,1825.0
CID000002160,9293,519.0,6713.0
CID000002160,5021,519.0,3597.0
CID000002160,10663,519.0,7893.0
CID000002160,57007,519.0,16300.0
CID000002160,134391,519.0,2400.0
CID000002160,56413,519.0,16123.0
CID000002160,10316,519.0,7606.0
CID000002160,340024,519.0,8508.0
CID000002160,6529,519.0,4759.0
CID000002160,8477,519.0,6066.0
CID000002160,4157,519.0,3016.0
CID000002160,84109,519.0,9959.0
CID000002160,2925,519.0,2082.0
CID000002160,5956,519.0,4329.0
CID000002160,6752,519.0,4963.0
CID000002160,6753,519.0,4964.0
CID000002160,350383,519.0,10913.0
CID000002160,6751,519.0,4962.0
CID000002160,6754,519.0,4965.0
CID000002160,6755,519.0,4966.0
CID000002160,2693,519.0,1903.0
CID000002160,11254,519.0,8363.0
CID000002160,151,519.0,107.0
CID000002160,150,519.0,106.0
CID000002160,2862,519.0,2026.0
CID000002160,2863,519.0,2027.0
CID000002160,887,519.0,678.0
CID000002160,886,519.0,677.0
CID000002160,348932,519.0,10700.0
CID000002160,4886,519.0,3502.0
CID000002160,552,519.0,426.0
CID000002160,59340,519.0,16988.0
CID000002160,3062,519.0,2193.0
CID000002160,3061,519.0,2192.0
CID000002160,152,519.0,108.0
CID000002160,27201,519.0,12801.0
CID000002160,4923,519.0,3531.0
CID000002160,1816,519.0,1354.0
CID000002160,5729,519.0,4161.0
CID000002160,4161,519.0,3020.0
CID000002160,4160,519.0,3019.0
CID000002160,11245,519.0,8355.0
CID000002160,7201,519.0,5321.0
CID000002160,139760,519.0,6242.0
CID000002160,146,519.0,103.0
CID000002160,147,519.0,104.0
CID000002160,140,519.0,99.0
CID000002160,51289,519.0,14461.0
CID000002160,611,519.0,465.0
CID000002160,148,519.0,105.0
CID000002160,3355,519.0,2421.0
CID000002160,5734,519.0,4166.0
CID000002160,3357,519.0,2423.0
CID000002160,3356,519.0,2422.0
CID000002160,5731,519.0,4163.0
CID000002160,3350,519.0,2417.0
CID000002160,5733,519.0,4165.0
CID000002160,5732,519.0,4164.0
CID000002160,5739,519.0,4169.0
CID000002160,3358,519.0,2424.0
CID000002160,23620,519.0,11654.0
CID000002160,5995,519.0,4359.0
CID000002160,6915,519.0,5101.0
CID000002160,1812,519.0,1350.0
CID000002160,6540,519.0,4769.0
CID000002160,4158,519.0,3017.0
CID000002160,4159,519.0,3018.0
CID000002160,11250,519.0,8359.0
CID000002160,1814,519.0,1352.0
CID000002160,8484,519.0,6072.0
CID000002160,6331,519.0,4587.0
CID000002160,81491,519.0,9483.0
CID000002160,680,519.0,518.0
CID000002160,11255,519.0,8364.0
CID000002162,775,332.0,591.0
CID000002162,150,332.0,106.0
CID000002162,776,332.0,592.0
CID000002162,117144,332.0,14667.0
CID000002162,773,332.0,589.0
CID000002162,774,332.0,590.0
CID000002162,259232,332.0,17475.0
CID000002162,779,332.0,595.0
CID000002162,778,332.0,594.0
CID000002162,5243,332.0,3774.0
CID000002162,6334,332.0,4589.0
CID000002162,8913,332.0,6435.0
CID000002162,6336,332.0,4591.0
CID000002162,152,332.0,108.0
CID000002162,6331,332.0,4587.0
CID000002162,11280,332.0,8384.0
CID000002162,6328,332.0,4584.0
CID000002249,1269,86.0,958.0
CID000002249,124274,86.0,16901.0
CID000002249,2849,86.0,2017.0
CID000002249,2847,86.0,2015.0
CID000002249,2844,86.0,2012.0
CID000002249,2845,86.0,2013.0
CID000002249,2842,86.0,2010.0
CID000002249,54112,86.0,14956.0
CID000002249,136,86.0,97.0
CID000002249,135,86.0,98.0
CID000002249,134,86.0,95.0
CID000002249,10692,86.0,7915.0
CID000002249,9287,86.0,6710.0
CID000002249,9283,86.0,6708.0
CID000002249,4985,86.0,3567.0
CID000002249,4987,86.0,3571.0
CID000002249,10663,86.0,7893.0
CID000002249,4988,86.0,3570.0
CID000002249,27201,86.0,12801.0
CID000002249,4889,86.0,3504.0
CID000002249,221391,86.0,11917.0
CID000002249,2850,86.0,2018.0
CID000002249,84539,86.0,10181.0
CID000002249,84634,86.0,10220.0
CID000002249,4887,86.0,3503.0
CID000002249,54329,86.0,14986.0
CID000002249,54328,86.0,14985.0
CID000002249,10886,86.0,8050.0
CID000002249,10887,86.0,8051.0
CID000002249,729230,86.0,5950.0
CID000002249,23566,86.0,11609.0
CID000002249,10888,86.0,8052.0
CID000002249,9170,86.0,6622.0
CID000002249,6010,86.0,4374.0
CID000002249,56923,86.0,16239.0
CID000002249,2798,86.0,1973.0
CID000002249,128674,86.0,17551.0
CID000002249,10803,86.0,7993.0
CID000002249,319100,86.0,16266.0
CID000002249,23596,86.0,11633.0
CID000002249,94233,86.0,13038.0
CID000002249,3274,86.0,2365.0
CID000002249,285601,86.0,11507.0
CID000002249,2827,86.0,1997.0
CID000002249,53831,86.0,14902.0
CID000002249,1902,86.0,1415.0
CID000002249,338557,86.0,8041.0
CID000002249,1234,86.0,937.0
CID000002249,1230,86.0,933.0
CID000002249,1813,86.0,1351.0
CID000002249,1232,86.0,935.0
CID000002249,1233,86.0,936.0
CID000002249,1238,86.0,941.0
CID000002249,2837,86.0,2006.0
CID000002249,2835,86.0,2005.0
CID000002249,2834,86.0,2004.0
CID000002249,2832,86.0,2002.0
CID000002249,2831,86.0,2001.0
CID000002249,2830,86.0,2000.0
CID000002249,344561,86.0,9643.0
CID000002249,2652,86.0,1873.0
CID000002249,3354,86.0,2420.0
CID000002249,5737,86.0,4167.0
CID000002249,1241,86.0,943.0
CID000002249,8811,86.0,6343.0
CID000002249,3351,86.0,2418.0
CID000002249,83550,86.0,9765.0
CID000002249,3350,86.0,2417.0
CID000002249,623,86.0,469.0
CID000002249,2861,86.0,2025.0
CID000002249,64106,86.0,17738.0
CID000002249,3352,86.0,2419.0
CID000002249,339403,86.0,8465.0
CID000002249,153,86.0,109.0
CID000002249,7852,86.0,5746.0
CID000002249,83873,86.0,9862.0
CID000002249,152,86.0,108.0
CID000002249,155,86.0,111.0
CID000002249,9038,86.0,6507.0
CID000002249,134864,86.0,2738.0
CID000002249,64582,86.0,17880.0
CID000002249,4829,86.0,3451.0
CID000002249,5540,86.0,4005.0
CID000002249,3361,86.0,2427.0
CID000002249,3362,86.0,2428.0
CID000002249,3363,86.0,2429.0
CID000002249,186,86.0,134.0
CID000002249,187,86.0,135.0
CID000002249,185,86.0,133.0
CID000002249,2587,86.0,1825.0
CID000002249,9293,86.0,6713.0
CID000002249,5021,86.0,3597.0
CID000002249,57007,86.0,16300.0
CID000002249,4986,86.0,3568.0
CID000002249,118442,86.0,14830.0
CID000002249,8477,86.0,6066.0
CID000002249,4157,86.0,3016.0
CID000002249,84109,86.0,9959.0
CID000002249,2925,86.0,2082.0
CID000002249,5956,86.0,4329.0
CID000002249,6752,86.0,4963.0
CID000002249,6753,86.0,4964.0
CID000002249,350383,86.0,10913.0
CID000002249,6751,86.0,4962.0
CID000002249,6754,86.0,4965.0
CID000002249,6755,86.0,4966.0
CID000002249,2693,86.0,1903.0
CID000002249,151,86.0,107.0
CID000002249,150,86.0,106.0
CID000002249,2862,86.0,2026.0
CID000002249,2863,86.0,2027.0
CID000002249,887,86.0,678.0
CID000002249,886,86.0,677.0
CID000002249,554,86.0,428.0
CID000002249,4886,86.0,3502.0
CID000002249,552,86.0,426.0
CID000002249,59340,86.0,16988.0
CID000002249,3062,86.0,2193.0
CID000002249,3061,86.0,2192.0
CID000002249,4923,86.0,3531.0
CID000002249,1816,86.0,1354.0
CID000002249,5729,86.0,4161.0
CID000002249,4161,86.0,3020.0
CID000002249,4160,86.0,3019.0
CID000002249,11245,86.0,8355.0
CID000002249,7201,86.0,5321.0
CID000002249,139760,86.0,6242.0
CID000002249,146,86.0,103.0
CID000002249,147,86.0,104.0
CID000002249,134391,86.0,2400.0
CID000002249,140,86.0,99.0
CID000002249,51289,86.0,14461.0
CID000002249,611,86.0,465.0
CID000002249,148,86.0,105.0
CID000002249,3355,86.0,2421.0
CID000002249,5734,86.0,4166.0
CID000002249,3357,86.0,2423.0
CID000002249,3356,86.0,2422.0
CID000002249,5731,86.0,4163.0
CID000002249,10316,86.0,7606.0
CID000002249,5733,86.0,4165.0
CID000002249,5732,86.0,4164.0
CID000002249,5739,86.0,4169.0
CID000002249,3358,86.0,2424.0
CID000002249,23620,86.0,11654.0
CID000002249,5995,86.0,4359.0
CID000002249,56413,86.0,16123.0
CID000002249,1812,86.0,1350.0
CID000002249,6915,86.0,5101.0
CID000002249,4158,86.0,3017.0
CID000002249,4159,86.0,3018.0
CID000002249,11250,86.0,8359.0
CID000002249,1814,86.0,1352.0
CID000002249,8484,86.0,6072.0
CID000002249,81491,86.0,9483.0
CID000002249,83551,86.0,9766.0
CID000002249,680,86.0,518.0
CID000002249,11255,86.0,8364.0
CID000003410,1269,127.0,958.0
CID000003410,124274,127.0,16901.0
CID000003410,2849,127.0,2017.0
CID000003410,2847,127.0,2015.0
CID000003410,2844,127.0,2012.0
CID000003410,2845,127.0,2013.0
CID000003410,2842,127.0,2010.0
CID000003410,54112,127.0,14956.0
CID000003410,136,127.0,97.0
CID000003410,135,127.0,98.0
CID000003410,134,127.0,95.0
CID000003410,10692,127.0,7915.0
CID000003410,9287,127.0,6710.0
CID000003410,9283,127.0,6708.0
CID000003410,4985,127.0,3567.0
CID000003410,4987,127.0,3571.0
CID000003410,10663,127.0,7893.0
CID000003410,4988,127.0,3570.0
CID000003410,27201,127.0,12801.0
CID000003410,4889,127.0,3504.0
CID000003410,221391,127.0,11917.0
CID000003410,2850,127.0,2018.0
CID000003410,84539,127.0,10181.0
CID000003410,84634,127.0,10220.0
CID000003410,4887,127.0,3503.0
CID000003410,54329,127.0,14986.0
CID000003410,54328,127.0,14985.0
CID000003410,10886,127.0,8050.0
CID000003410,10887,127.0,8051.0
CID000003410,729230,127.0,5950.0
CID000003410,23566,127.0,11609.0
CID000003410,10888,127.0,8052.0
CID000003410,9170,127.0,6622.0
CID000003410,6010,127.0,4374.0
CID000003410,56923,127.0,16239.0
CID000003410,2798,127.0,1973.0
CID000003410,128674,127.0,17551.0
CID000003410,10803,127.0,7993.0
CID000003410,319100,127.0,16266.0
CID000003410,23596,127.0,11633.0
CID000003410,94233,127.0,13038.0
CID000003410,3274,127.0,2365.0
CID000003410,285601,127.0,11507.0
CID000003410,2827,127.0,1997.0
CID000003410,53831,127.0,14902.0
CID000003410,1902,127.0,1415.0
CID000003410,338557,127.0,8041.0
CID000003410,1234,127.0,937.0
CID000003410,1230,127.0,933.0
CID000003410,1813,127.0,1351.0
CID000003410,1232,127.0,935.0
CID000003410,1233,127.0,936.0
CID000003410,1238,127.0,941.0
CID000003410,2837,127.0,2006.0
CID000003410,2835,127.0,2005.0
CID000003410,2834,127.0,2004.0
CID000003410,2832,127.0,2002.0
CID000003410,2831,127.0,2001.0
CID000003410,2830,127.0,2000.0
CID000003410,344561,127.0,9643.0
CID000003410,2652,127.0,1873.0
CID000003410,3354,127.0,2420.0
CID000003410,5737,127.0,4167.0
CID000003410,1241,127.0,943.0
CID000003410,8811,127.0,6343.0
CID000003410,3351,127.0,2418.0
CID000003410,83550,127.0,9765.0
CID000003410,3350,127.0,2417.0
CID000003410,623,127.0,469.0
CID000003410,2861,127.0,2025.0
CID000003410,64106,127.0,17738.0
CID000003410,3352,127.0,2419.0
CID000003410,339403,127.0,8465.0
CID000003410,153,127.0,109.0
CID000003410,7852,127.0,5746.0
CID000003410,83873,127.0,9862.0
CID000003410,152,127.0,108.0
CID000003410,155,127.0,111.0
CID000003410,9038,127.0,6507.0
CID000003410,134864,127.0,2738.0
CID000003410,64582,127.0,17880.0
CID000003410,4829,127.0,3451.0
CID000003410,5540,127.0,4005.0
CID000003410,3361,127.0,2427.0
CID000003410,3362,127.0,2428.0
CID000003410,3363,127.0,2429.0
CID000003410,186,127.0,134.0
CID000003410,187,127.0,135.0
CID000003410,185,127.0,133.0
CID000003410,2587,127.0,1825.0
CID000003410,9293,127.0,6713.0
CID000003410,5021,127.0,3597.0
CID000003410,57007,127.0,16300.0
CID000003410,4986,127.0,3568.0
CID000003410,118442,127.0,14830.0
CID000003410,8477,127.0,6066.0
CID000003410,4157,127.0,3016.0
CID000003410,84109,127.0,9959.0
CID000003410,2925,127.0,2082.0
CID000003410,5956,127.0,4329.0
CID000003410,6752,127.0,4963.0
CID000003410,6753,127.0,4964.0
CID000003410,350383,127.0,10913.0
CID000003410,6751,127.0,4962.0
CID000003410,6754,127.0,4965.0
CID000003410,6755,127.0,4966.0
CID000003410,2693,127.0,1903.0
CID000003410,151,127.0,107.0
CID000003410,150,127.0,106.0
CID000003410,2862,127.0,2026.0
CID000003410,2863,127.0,2027.0
CID000003410,887,127.0,678.0
CID000003410,886,127.0,677.0
CID000003410,554,127.0,428.0
CID000003410,4886,127.0,3502.0
CID000003410,552,127.0,426.0
CID000003410,59340,127.0,16988.0
CID000003410,3062,127.0,2193.0
CID000003410,3061,127.0,2192.0
CID000003410,4923,127.0,3531.0
CID000003410,1816,127.0,1354.0
CID000003410,5729,127.0,4161.0
CID000003410,4161,127.0,3020.0
CID000003410,4160,127.0,3019.0
CID000003410,11245,127.0,8355.0
CID000003410,7201,127.0,5321.0
CID000003410,139760,127.0,6242.0
CID000003410,146,127.0,103.0
CID000003410,147,127.0,104.0
CID000003410,134391,127.0,2400.0
CID000003410,140,127.0,99.0
CID000003410,51289,127.0,14461.0
CID000003410,611,127.0,465.0
CID000003410,148,127.0,105.0
CID000003410,3355,127.0,2421.0
CID000003410,5734,127.0,4166.0
CID000003410,3357,127.0,2423.0
CID000003410,3356,127.0,2422.0
CID000003410,5731,127.0,4163.0
CID000003410,10316,127.0,7606.0
CID000003410,5733,127.0,4165.0
CID000003410,5732,127.0,4164.0
CID000003410,5739,127.0,4169.0
CID000003410,3358,127.0,2424.0
CID000003410,23620,127.0,11654.0
CID000003410,5995,127.0,4359.0
CID000003410,56413,127.0,16123.0
CID000003410,1812,127.0,1350.0
CID000003410,6915,127.0,5101.0
CID000003410,4158,127.0,3017.0
CID000003410,4159,127.0,3018.0
CID000003410,11250,127.0,8359.0
CID000003410,1814,127.0,1352.0
CID000003410,8484,127.0,6072.0
CID000003410,81491,127.0,9483.0
CID000003410,83551,127.0,9766.0
CID000003410,680,127.0,518.0
CID000003410,11255,127.0,8364.0
CID000005584,3269,68.0,2361.0
CID000005584,6532,68.0,4762.0
CID000005584,6531,68.0,4761.0
CID000002812,3783,322.0,2729.0
CID000002812,1588,322.0,1187.0
CID000002812,1557,322.0,1169.0
CID000002812,1233,322.0,936.0
CID000002812,1559,322.0,1171.0
CID000002812,7226,322.0,5333.0
CID000002812,1586,322.0,1186.0
CID000002812,6916,322.0,5102.0
CID000002812,3757,322.0,2705.0
CID000002812,3738,322.0,2687.0
CID000002812,3356,322.0,2422.0
CID000002812,6532,322.0,4762.0
CID000002812,5243,322.0,3774.0
CID000002812,6530,322.0,4760.0
CID000002812,6531,322.0,4761.0
