,STITCH,Gene
3608,CID000003964,3352
3609,CID000003964,339403
3610,CID000003964,153
3611,CID000003964,7852
3612,CID000003964,3269
3613,CID000003964,83873
3614,CID000003964,152
3615,CID000003964,155
3616,CID000003964,9038
3617,CID000003964,134864
3618,CID000003964,64582
3619,CID000003964,4829
3620,CID000003964,3359
3621,CID000003964,5540
3622,CID000003964,3361
3623,CID000003964,3362
3624,CID000003964,3363
3625,CID000003964,186
3626,CID000003964,187
3627,CID000003964,185
3628,CID000003964,2587
3629,CID000003964,9293
3630,CID000003964,5021
3631,CID000003964,57007
3632,CID000003964,4986
3633,CID000003964,118442
3634,CID000003964,8477
3635,CID000003964,4157
3636,CID000003964,84109
3637,CID000003964,2925
3638,CID000003964,5956
3639,CID000003964,6752
3640,CID000003964,6753
3641,CID000003964,350383
3642,CID000003964,6751
3643,CID000003964,6754
3644,CID000003964,6755
3645,CID000003964,2693
3646,CID000003964,151
3647,CID000003964,150
3648,CID000003964,2862
3649,CID000003964,2863
3650,CID000003964,887
3651,CID000003964,886
3652,CID000003964,554
3653,CID000003964,4886
3654,CID000003964,552
3655,CID000003964,59340
3656,CID000003964,3062
3657,CID000003964,3061
3658,CID000003964,4923
3659,CID000003964,1816
3660,CID000003964,5729
3661,CID000003964,4161
3662,CID000003964,4160
3663,CID000003964,11245
3664,CID000003964,7201
3665,CID000003964,139760
3666,CID000003964,146
3667,CID000003964,147
3668,CID000003964,134391
3669,CID000003964,140
3670,CID000003964,51289
3671,CID000003964,611
3672,CID000003964,1133
3673,CID000003964,148
3674,CID000003964,3355
3675,CID000003964,5734
3676,CID000003964,3357
3677,CID000003964,3356
3678,CID000003964,5731
3679,CID000003964,10316
3680,CID000003964,5733
3681,CID000003964,5732
3682,CID000003964,200909
3683,CID000003964,5739
3684,CID000003964,3358
3685,CID000003964,23620
3686,CID000003964,5995
3687,CID000003964,56413
3688,CID000003964,1812
3689,CID000003964,6915
3690,CID000003964,4158
3691,CID000003964,4159
3692,CID000003964,11250
3693,CID000003964,1814
3694,CID000003964,8484
3695,CID000003964,81491
3696,CID000003964,83551
3697,CID000003964,680
3698,CID000003964,11255
3699,CID000150311,29881
3700,CID000150311,4864
3701,CID000150311,22937
3702,CID000057469,51284
3703,CID000057469,3274
3704,CID000057469,135
3705,CID000003657,760
3706,CID000004170,766
3707,CID000004178,6326
3708,CID000004178,3357
3709,CID000004178,6331
3710,CID000004178,3757
3711,CID000004171,1269
3712,CID000004171,124274
3713,CID000004171,2849
3714,CID000004171,2847
3715,CID000004171,2844
3716,CID000004171,2845
3717,CID000004171,2842
3718,CID000004171,54112
3719,CID000004171,136
3720,CID000004171,135
3721,CID000004171,134
3722,CID000004171,10692
3723,CID000004171,9287
3724,CID000004171,9283
3725,CID000004171,4985
3726,CID000004171,4987
3727,CID000004171,10663
3728,CID000004171,4988
3729,CID000004171,27201
3730,CID000004171,4889
3731,CID000004171,221391
3732,CID000004171,2850
3733,CID000004171,84539
3734,CID000004171,84634
3735,CID000004171,4887
3736,CID000004171,54329
3737,CID000004171,54328
3738,CID000004171,10886
3739,CID000004171,10887
3740,CID000004171,729230
3741,CID000004171,23566
3742,CID000004171,10888
3743,CID000004171,9170
3744,CID000004171,6010
3745,CID000004171,56923
3746,CID000004171,2798
3747,CID000004171,128674
3748,CID000004171,10803
3749,CID000004171,319100
3750,CID000004171,23596
3751,CID000004171,94233
3752,CID000004171,3274
3753,CID000004171,285601
3754,CID000004171,2827
3755,CID000004171,53831
3756,CID000004171,1902
3757,CID000004171,338557
3758,CID000004171,1234
3759,CID000004171,1230
3760,CID000004171,1813
3761,CID000004171,1232
3762,CID000004171,1233
3763,CID000004171,1238
3764,CID000004171,2837
3765,CID000004171,2835
3766,CID000004171,2834
3767,CID000004171,2832
3768,CID000004171,2831
3769,CID000004171,2830
3770,CID000004171,344561
3771,CID000004171,2652
3772,CID000004171,3354
3773,CID000004171,5737
3774,CID000004171,1241
3775,CID000004171,8811
3776,CID000004171,3351
3777,CID000004171,83550
3778,CID000004171,3350
3779,CID000004171,623
3780,CID000004171,2861
3781,CID000004171,64106
3782,CID000004171,3352
3783,CID000004171,339403
3784,CID000004171,153
3785,CID000004171,7852
3786,CID000004171,83873
3787,CID000004171,152
3788,CID000004171,155
3789,CID000004171,9038
3790,CID000004171,134864
3791,CID000004171,64582
3792,CID000004171,4829
3793,CID000004171,5540
3794,CID000004171,3361
3795,CID000004171,3362
3796,CID000004171,3363
3797,CID000004171,186
3798,CID000004171,187
3799,CID000004171,185
3800,CID000004171,2587
3801,CID000004171,9293
3802,CID000004171,5021
3803,CID000004171,57007
3804,CID000004171,4986
3805,CID000004171,118442
3806,CID000004171,8477
3807,CID000004171,4157
3808,CID000004171,84109
3809,CID000004171,2925
3810,CID000004171,5956
3811,CID000004171,6752
3812,CID000004171,6753
3813,CID000004171,350383
3814,CID000004171,6751
3815,CID000004171,6754
3816,CID000004171,6755
3817,CID000004171,2693
3818,CID000004171,151
3819,CID000004171,150
3820,CID000004171,2862
3821,CID000004171,2863
3822,CID000004171,887
3823,CID000004171,886
3824,CID000004171,554
3825,CID000004171,4886
3826,CID000004171,552
3827,CID000004171,59340
3828,CID000004171,3062
3829,CID000004171,3061
3830,CID000004171,4923
3831,CID000004171,1816
3832,CID000004171,5729
3833,CID000004171,4161
3834,CID000004171,4160
3835,CID000004171,11245
3836,CID000004171,7201
3837,CID000004171,139760
3838,CID000004171,1565
3839,CID000004171,146
3840,CID000004171,147
3841,CID000004171,134391
3842,CID000004171,140
3843,CID000004171,51289
3844,CID000004171,611
3845,CID000004171,148
3846,CID000004171,3355
3847,CID000004171,5734
3848,CID000004171,3357
3849,CID000004171,3356
3850,CID000004171,5731
3851,CID000004171,10316
3852,CID000004171,5733
3853,CID000004171,5732
3854,CID000004171,5739
3855,CID000004171,3358
3856,CID000004171,23620
3857,CID000004171,5995
3858,CID000004171,56413
3859,CID000004171,1812
3860,CID000004171,6915
3861,CID000004171,4158
3862,CID000004171,4159
3863,CID000004171,11250
3864,CID000004171,1814
3865,CID000004171,8484
3866,CID000004171,81491
3867,CID000004171,83551
3868,CID000004171,680
3869,CID000004171,11255
3870,CID000001983,4282
3871,CID000001983,723961
3872,CID000001983,4151
3873,CID000001983,7018
3874,CID000001983,766
3875,CID000001983,4353
3876,CID000001983,4241
3877,CID000001983,5743
3878,CID000001983,5742
3879,CID000001983,4025
3880,CID000001983,29994
3881,CID000001983,7173
3882,CID000001983,137902
3883,CID000001983,1387
3884,CID000001983,8288
3885,CID000001983,7837
3886,CID000001986,768
3887,CID000001986,771
3888,CID000001986,770
3889,CID000001986,762
3890,CID000001986,763
3891,CID000001986,760
3892,CID000001986,761
3893,CID000001986,766
3894,CID000001986,767
3895,CID000001986,56934
3896,CID000001986,377677
3897,CID000001986,11238
3898,CID000001986,5793
3899,CID000001986,5803
3900,CID000001986,765
3901,CID000001986,759
3902,CID000002435,1269
3903,CID000002435,124274
3904,CID000002435,2849
3905,CID000002435,2847
3906,CID000002435,2844
3907,CID000002435,2845
3908,CID000002435,2842
3909,CID000002435,54112
3910,CID000002435,136
3911,CID000002435,135
3912,CID000002435,134
3913,CID000002435,10692
3914,CID000002435,9287
3915,CID000002435,9283
3916,CID000002435,4985
3917,CID000002435,4987
3918,CID000002435,10663
3919,CID000002435,4988
3920,CID000002435,27201
3921,CID000002435,4889
3922,CID000002435,221391
3923,CID000002435,2850
3924,CID000002435,84539
3925,CID000002435,84634
3926,CID000002435,4887
3927,CID000002435,54329
3928,CID000002435,54328
3929,CID000002435,10886
3930,CID000002435,10887
3931,CID000002435,729230
3932,CID000002435,23566
3933,CID000002435,10888
3934,CID000002435,9170
3935,CID000002435,6010
3936,CID000002435,56923
3937,CID000002435,2798
3938,CID000002435,128674
3939,CID000002435,10803
3940,CID000002435,319100
3941,CID000002435,23596
3942,CID000002435,94233
3943,CID000002435,3274
3944,CID000002435,285601
3945,CID000002435,2827
3946,CID000002435,53831
3947,CID000002435,1902
3948,CID000002435,338557
3949,CID000002435,1234
3950,CID000002435,1230
3951,CID000002435,1813
3952,CID000002435,1232
3953,CID000002435,1233
3954,CID000002435,1238
3955,CID000002435,2837
3956,CID000002435,2835
3957,CID000002435,2834
3958,CID000002435,2832
3959,CID000002435,2831
3960,CID000002435,2830
3961,CID000002435,344561
3962,CID000002435,2652
3963,CID000002435,3354
3964,CID000002435,5737
3965,CID000002435,1241
3966,CID000002435,8811
3967,CID000002435,3351
3968,CID000002435,83550
3969,CID000002435,3350
3970,CID000002435,623
3971,CID000002435,2861
3972,CID000002435,64106
3973,CID000002435,3352
3974,CID000002435,339403
3975,CID000002435,153
3976,CID000002435,7852
3977,CID000002435,83873
3978,CID000002435,152
3979,CID000002435,155
3980,CID000002435,9038
3981,CID000002435,134864
3982,CID000002435,64582
3983,CID000002435,4829
3984,CID000002435,5540
3985,CID000002435,3361
3986,CID000002435,3362
3987,CID000002435,3363
3988,CID000002435,186
3989,CID000002435,187
3990,CID000002435,185
3991,CID000002435,2587
3992,CID000002435,9293
3993,CID000002435,5021
3994,CID000002435,57007
3995,CID000002435,4986
3996,CID000002435,118442
3997,CID000002435,8477
3998,CID000002435,4157
3999,CID000002435,84109
4000,CID000002435,2925
4001,CID000002435,5956
4002,CID000002435,6752
4003,CID000002435,6753
4004,CID000002435,350383
4005,CID000002435,6751
4006,CID000002435,6754
4007,CID000002435,6755
4008,CID000002435,2693
4009,CID000002435,151
4010,CID000002435,150
4011,CID000002435,2862
4012,CID000002435,2863
4013,CID000002435,887
4014,CID000002435,886
4015,CID000002435,554
4016,CID000002435,4886
4017,CID000002435,552
4018,CID000002435,59340
4019,CID000002435,3062
4020,CID000002435,3061
4021,CID000002435,4923
4022,CID000002435,1816
4023,CID000002435,5729
4024,CID000002435,4161
4025,CID000002435,4160
4026,CID000002435,11245
4027,CID000002435,7201
4028,CID000002435,139760
4029,CID000002435,146
4030,CID000002435,147
4031,CID000002435,134391
4032,CID000002435,140
4033,CID000002435,51289
4034,CID000002435,611
4035,CID000002435,148
4036,CID000002435,3355
4037,CID000002435,5734
4038,CID000002435,3357
4039,CID000002435,3356
4040,CID000002435,5731
4041,CID000002435,10316
4042,CID000002435,5733
4043,CID000002435,5732
4044,CID000002435,5739
4045,CID000002435,3358
4046,CID000002435,23620
4047,CID000002435,5995
4048,CID000002435,56413
4049,CID000002435,1812
4050,CID000002435,6915
4051,CID000002435,4158
4052,CID000002435,4159
4053,CID000002435,11250
4054,CID000002435,1814
4055,CID000002435,8484
4056,CID000002435,81491
4057,CID000002435,83551
4058,CID000002435,680
4059,CID000002435,11255
4060,CID000003404,6536
4061,CID000003404,55117
4062,CID000003404,6540
4063,CID000003404,348932
4064,CID000003404,54716
4065,CID000003404,9152
4066,CID000003404,6533
4067,CID000003404,28968
4068,CID000003404,6534
4069,CID000003404,6535
4070,CID000003404,6532
4071,CID000003404,340024
4072,CID000003404,6530
4073,CID000003404,6531
4074,CID000003404,6529
4075,CID000003404,11254
4076,CID000003404,388662
4077,CID000003404,6538
4078,CID000003404,6539
4079,CID000005593,1128
4080,CID000005593,1129
4081,CID000005593,1557
4082,CID000005593,1559
4083,CID000005593,1132
4084,CID000005593,1131
4085,CID000005593,1133
4086,CID000005593,3269
4087,CID000005291,768
4088,CID000005291,3716
4089,CID000005291,762
4090,CID000005291,763
4091,CID000005291,760
4092,CID000005291,761
4093,CID000005291,766
4094,CID000005291,767
4095,CID000005291,660
4096,CID000005291,6725
4097,CID000005291,3654
4098,CID000005291,3656
4099,CID000005291,23617
4100,CID000005291,3645
4101,CID000005291,2322
4102,CID000005291,2321
4103,CID000005291,7301
4104,CID000005291,2324
4105,CID000005291,4145
4106,CID000005291,9833
4107,CID000005291,3791
4108,CID000005291,51776
4109,CID000005291,3480
4110,CID000005291,3718
4111,CID000005291,5753
4112,CID000005291,6916
4113,CID000005291,83942
4114,CID000005291,2263
4115,CID000005291,6714
4116,CID000005291,765
4117,CID000005291,3643
4118,CID000005291,6794
4119,CID000005291,5599
4120,CID000005291,25
4121,CID000005291,7525
4122,CID000005291,9578
4123,CID000005291,5159
4124,CID000005291,55244
4125,CID000005291,6850
4126,CID000005291,10733
4127,CID000005291,5157
4128,CID000005291,5156
4129,CID000005291,3274
4130,CID000005291,11035
4131,CID000005291,53834
4132,CID000005291,56934
4133,CID000005291,2268
4134,CID000005291,81629
4135,CID000005291,7535
4136,CID000005291,8737
4137,CID000005291,23178
4138,CID000005291,2261
4139,CID000005291,2264
4140,CID000005291,6582
4141,CID000005291,84451
4142,CID000005291,2444
4143,CID000005291,3815
4144,CID000005291,10595
4145,CID000005291,2932
4146,CID000005291,2931
4147,CID000005291,283629
4148,CID000005291,11213
4149,CID000005291,197259
4150,CID000005291,10420
4151,CID000005291,10221
4152,CID000005291,1436
4153,CID000005291,2047
4154,CID000005291,2044
4155,CID000005291,2042
4156,CID000005291,2043
4157,CID000005291,2041
4158,CID000005291,4294
4159,CID000005291,4296
4160,CID000005291,377677
4161,CID000005291,5243
4162,CID000005291,2049
4163,CID000005291,640
4164,CID000005291,5979
4165,CID000005291,167359
4166,CID000005291,4233
4167,CID000005291,415116
4168,CID000005291,11040
4169,CID000005291,3717
4170,CID000005291,6532
4171,CID000005291,7016
4172,CID000005291,4342
4173,CID000005291,7010
4174,CID000005291,2051
4175,CID000005291,2050
4176,CID000005291,4067
4177,CID000005291,51135
4178,CID000005291,285220
4179,CID000005291,2046
4180,CID000005291,284656
4181,CID000005291,7294
4182,CID000005291,2580
4183,CID000005291,759
4184,CID000005291,11238
4185,CID000005291,5894
4186,CID000005291,79837
4187,CID000005291,1432
4188,CID000005291,146802
4189,CID000005291,7006
4190,CID000005291,57761
4191,CID000005291,4835
4192,CID000005291,28951
4193,CID000005291,5793
4194,CID000005291,83983
4195,CID000005291,558
4196,CID000005291,4293
4197,CID000005291,5292
4198,CID000005291,2048
4199,CID000005291,55872
4200,CID000005291,30811
4201,CID000005291,4921
4202,CID000005291,1969
4203,CID000005291,7075
4204,CID000005291,7297
4205,CID000005291,1195
4206,CID000005291,4593
4207,CID000005291,1445
4208,CID000005291,5803
4209,CID000005291,57396
4210,CID000005291,771
4211,CID000005291,770
4212,CID000005291,55359
4213,CID000005291,3356
4214,CID000005291,54101
4215,CID000005291,10461
4216,CID000005291,3702
4217,CID000005291,3055
4218,CID000005291,4919
4219,CID000005291,2081
4220,CID000005291,8767
4221,CID000005291,3985
4222,CID000005291,91461
4223,CID000005291,1576
4224,CID000005291,2534
4225,CID000005291,695
4226,CID000004211,3362
4227,CID000004211,6530
4228,CID000004211,6531
4229,CID000004212,3717
4230,CID000004212,3716
4231,CID000004212,3718
4232,CID000004212,660
4233,CID000004212,6725
4234,CID000004212,3654
4235,CID000004212,3656
4236,CID000004212,23617
4237,CID000004212,6714
4238,CID000004212,25
4239,CID000004212,2321
4240,CID000004212,7301
4241,CID000004212,2324
4242,CID000004212,4145
4243,CID000004212,9833
4244,CID000004212,3791
4245,CID000004212,51776
4246,CID000004212,3480
4247,CID000004212,5753
4248,CID000004212,83942
4249,CID000004212,2263
4250,CID000004212,3645
4251,CID000004212,3643
4252,CID000004212,6794
4253,CID000004212,7525
4254,CID000004212,9578
4255,CID000004212,2064
4256,CID000004212,5159
4257,CID000004212,55244
4258,CID000004212,6850
4259,CID000004212,5157
4260,CID000004212,5156
4261,CID000004212,11035
4262,CID000004212,53834
4263,CID000004212,3815
4264,CID000004212,2268
4265,CID000004212,81629
4266,CID000004212,7535
4267,CID000004212,8737
4268,CID000004212,23178
4269,CID000004212,2261
4270,CID000004212,2264
4271,CID000004212,2444
4272,CID000004212,2322
4273,CID000004212,1132
4274,CID000004212,84451
4275,CID000004212,2932
4276,CID000004212,2931
4277,CID000004212,283629
4278,CID000004212,11213
4279,CID000004212,246
4280,CID000004212,197259
4281,CID000004212,10420
4282,CID000004212,10221
4283,CID000004212,1436
4284,CID000004212,2047
4285,CID000004212,2044
4286,CID000004212,2042
4287,CID000004212,2043
4288,CID000004212,2041
4289,CID000004212,4294
4290,CID000004212,4296
4291,CID000004212,2048
4292,CID000004212,2049
4293,CID000004212,640
4294,CID000004212,5979
4295,CID000004212,167359
4296,CID000004212,4233
4297,CID000004212,415116
4298,CID000004212,10595
4299,CID000004212,1128
4300,CID000004212,1129
4301,CID000004212,11040
4302,CID000004212,7016
4303,CID000004212,4342
4304,CID000004212,7010
4305,CID000004212,2051
4306,CID000004212,2050
4307,CID000004212,4067
4308,CID000004212,7155
4309,CID000004212,51135
4310,CID000004212,2046
4311,CID000004212,284656
4312,CID000004212,7294
4313,CID000004212,7297
4314,CID000004212,146802
4315,CID000004212,7006
4316,CID000004212,57761
4317,CID000004212,28951
4318,CID000004212,83983
4319,CID000004212,558
4320,CID000004212,5292
4321,CID000004212,4293
4322,CID000004212,55872
4323,CID000004212,30811
4324,CID000004212,1969
4325,CID000004212,7075
4326,CID000004212,285220
4327,CID000004212,4593
4328,CID000004212,1445
4329,CID000004212,55359
4330,CID000004212,54101
4331,CID000004212,10461
4332,CID000004212,3702
4333,CID000004212,3055
4334,CID000004212,4919
4335,CID000004212,2081
4336,CID000004212,8767
4337,CID000004212,3985
4338,CID000004212,91461
4339,CID000004212,2534
4340,CID000004212,695
4341,CID000667490,7498
4342,CID000667490,316
4343,CID000667490,7172
4344,CID000005035,10062
4345,CID000005035,150
4346,CID000005035,152
4347,CID000005035,7025
4348,CID000005035,2649
4349,CID000005035,2908
4350,CID000005035,5916
4351,CID000005035,316
4352,CID000005035,6256
4353,CID000005035,5337
4354,CID000005035,6532
4355,CID000005035,6530
4356,CID000005035,6531
4357,CID000005035,5338
4358,CID000005035,2099
4359,CID000005035,4306
4360,CID000005035,1814
4361,CID000005035,7498
4362,CID000005035,4988
4363,CID000005035,1813
4364,CID000005035,146
4365,CID000005035,3362
4366,CID000005035,3358
4367,CID000005035,9971
4368,CID000005035,4986
4369,CID000005035,367
4370,CID000005035,8431
4371,CID000005035,2103
4372,CID000005035,9970
4373,CID000005035,190
4374,CID000005035,7101
4375,CID000005035,3357
4376,CID000005035,3356
4377,CID000005035,5465
4378,CID000005035,7026
4379,CID000005035,5467
4380,CID000005035,7181
4381,CID000005035,10682
4382,CID000005035,5468
4383,CID000005035,22949
4384,CID000005035,7182
4385,CID000005035,2100
4386,CID000005035,7068
4387,CID000005035,1559
4388,CID000005035,6257
4389,CID000005035,135
4390,CID000005035,5241
4391,CID000005035,7376
4392,CID000005035,1576
4393,CID000005035,7067
4394,CID000005035,6258
4395,CID000005035,7421
4396,CID000005035,5915
4397,CID000005035,5914
4398,CID000005035,2101
4399,CID000005035,2063
4400,CID000005035,3351
4401,CID000005035,8856
4402,CID000005035,2104
4403,CID005329102,2580
4404,CID005329102,6416
4405,CID005329102,9201
4406,CID005329102,147746
4407,CID005329102,1195
4408,CID005329102,3717
4409,CID005329102,8428
4410,CID005329102,660
4411,CID005329102,8986
4412,CID005329102,6725
4413,CID005329102,5747
4414,CID005329102,3654
4415,CID005329102,50488
4416,CID005329102,3656
4417,CID005329102,23617
4418,CID005329102,6714
4419,CID005329102,1147
4420,CID005329102,2322
4421,CID005329102,2321
4422,CID005329102,7301
4423,CID005329102,2324
4424,CID005329102,8445
4425,CID005329102,9833
4426,CID005329102,140469
4427,CID005329102,26576
4428,CID005329102,3791
4429,CID005329102,10188
4430,CID005329102,5588
4431,CID005329102,818
4432,CID005329102,8711
4433,CID005329102,8491
4434,CID005329102,81629
4435,CID005329102,83732
4436,CID005329102,4145
4437,CID005329102,10746
4438,CID005329102,29110
4439,CID005329102,814
4440,CID005329102,2241
4441,CID005329102,816
4442,CID005329102,817
4443,CID005329102,23604
4444,CID005329102,11183
4445,CID005329102,5063
4446,CID005329102,3480
4447,CID005329102,3718
4448,CID005329102,5753
4449,CID005329102,51347
4450,CID005329102,5592
4451,CID005329102,2263
4452,CID005329102,1859
4453,CID005329102,10114
4454,CID005329102,9475
4455,CID005329102,3643
4456,CID005329102,9706
4457,CID005329102,22848
4458,CID005329102,6011
4459,CID005329102,4139
4460,CID005329102,6794
4461,CID005329102,6795
4462,CID005329102,6793
4463,CID005329102,6790
4464,CID005329102,5260
4465,CID005329102,5610
4466,CID005329102,56924
4467,CID005329102,23683
4468,CID005329102,4751
4469,CID005329102,51765
4470,CID005329102,26524
4471,CID005329102,5587
4472,CID005329102,10595
4473,CID005329102,53944
4474,CID005329102,65975
4475,CID005329102,9578
4476,CID005329102,5159
4477,CID005329102,9262
4478,CID005329102,57118
4479,CID005329102,6850
4480,CID005329102,23678
4481,CID005329102,10733
4482,CID005329102,5157
4483,CID005329102,5156
4484,CID005329102,5605
4485,CID005329102,5604
4486,CID005329102,5607
4487,CID005329102,9149
4488,CID005329102,1454
4489,CID005329102,2011
4490,CID005329102,11035
4491,CID005329102,53834
4492,CID005329102,22858
4493,CID005329102,9943
4494,CID005329102,6789
4495,CID005329102,6788
4496,CID005329102,6196
4497,CID005329102,5562
4498,CID005329102,5563
4499,CID005329102,2268
4500,CID005329102,1457
4501,CID005329102,7535
4502,CID005329102,8737
4503,CID005329102,23178
4504,CID005329102,1017
4505,CID005329102,80122
4506,CID005329102,9113
4507,CID005329102,2264
4508,CID005329102,4215
4509,CID005329102,84451
4510,CID005329102,1452
4511,CID005329102,2444
4512,CID005329102,3815
4513,CID005329102,2932
4514,CID005329102,7525
4515,CID005329102,9252
4516,CID005329102,4140
4517,CID005329102,2931
4518,CID005329102,283629
4519,CID005329102,11213
4520,CID005329102,5585
4521,CID005329102,197259
4522,CID005329102,7786
4523,CID005329102,10420
4524,CID005329102,5127
4525,CID005329102,10221
4526,CID005329102,2081
4527,CID005329102,1436
4528,CID005329102,2047
4529,CID005329102,2044
4530,CID005329102,22983
4531,CID005329102,2042
4532,CID005329102,2043
4533,CID005329102,8899
4534,CID005329102,2041
4535,CID005329102,4294
4536,CID005329102,695
4537,CID005329102,2048
4538,CID005329102,4058
4539,CID005329102,640
4540,CID005329102,5979
4541,CID005329102,5871
4542,CID005329102,2261
4543,CID005329102,4233
4544,CID005329102,6197
4545,CID005329102,55589
4546,CID005329102,415116
4547,CID005329102,131890
4548,CID005329102,9263
4549,CID005329102,3645
4550,CID005329102,11040
4551,CID005329102,3757
4552,CID005329102,2049
4553,CID005329102,9212
4554,CID005329102,6093
4555,CID005329102,7016
4556,CID005329102,9874
4557,CID005329102,4638
4558,CID005329102,4342
4559,CID005329102,7010
4560,CID005329102,2051
4561,CID005329102,2050
4562,CID005329102,25989
4563,CID005329102,4067
4564,CID005329102,11011
4565,CID005329102,6198
4566,CID005329102,51776
4567,CID005329102,5261
4568,CID005329102,51135
4569,CID005329102,285220
4570,CID005329102,25865
4571,CID005329102,2046
4572,CID005329102,57551
4573,CID005329102,284656
4574,CID005329102,7294
4575,CID005329102,91807
4576,CID005329102,7297
4577,CID005329102,3716
4578,CID005329102,8576
4579,CID005329102,2185
4580,CID005329102,1020
4581,CID005329102,9024
4582,CID005329102,120892
4583,CID005329102,84446
4584,CID005329102,23235
4585,CID005329102,55781
4586,CID005329102,7006
4587,CID005329102,28996
4588,CID005329102,1021
4589,CID005329102,57761
4590,CID005329102,1022
4591,CID005329102,57144
4592,CID005329102,815
4593,CID005329102,83903
4594,CID005329102,388228
4595,CID005329102,28951
4596,CID005329102,1455
4597,CID005329102,1456
4598,CID005329102,57172
4599,CID005329102,83983
4600,CID005329102,1453
4601,CID005329102,10494
4602,CID005329102,27330
4603,CID005329102,1459
4604,CID005329102,4296
4605,CID005329102,558
4606,CID005329102,5292
4607,CID005329102,57787
4608,CID005329102,8408
4609,CID005329102,11184
4610,CID005329102,238
4611,CID005329102,4293
4612,CID005329102,55872
4613,CID005329102,81788
4614,CID005329102,11329
4615,CID005329102,30811
4616,CID005329102,659
4617,CID005329102,25
4618,CID005329102,55359
4619,CID005329102,85443
4620,CID005329102,1969
4621,CID005329102,7075
4622,CID005329102,340156
4623,CID005329102,1612
4624,CID005329102,1613
4625,CID005329102,1196
4626,CID005329102,1111
4627,CID005329102,4593
4628,CID005329102,1445
4629,CID005329102,167359
4630,CID005329102,9891
4631,CID005329102,57396
4632,CID005329102,85366
4633,CID005329102,27347
4634,CID005329102,9448
4635,CID005329102,8396
4636,CID005329102,7272
4637,CID005329102,6732
4638,CID005329102,6733
4639,CID005329102,54101
4640,CID005329102,204851
4641,CID005329102,10461
4642,CID005329102,3702
4643,CID005329102,3055
4644,CID005329102,122011
4645,CID005329102,54861
4646,CID005329102,84254
4647,CID005329102,4919
4648,CID005329102,4916
4649,CID005329102,255239
4650,CID005329102,4915
4651,CID005329102,8767
4652,CID005329102,83942
4653,CID005329102,3985
4654,CID005329102,91461
4655,CID005329102,2534
4656,CID000003121,2147
4657,CID000002585,1269
4658,CID000002585,124274
4659,CID000002585,2849
4660,CID000002585,2847
4661,CID000002585,2844
4662,CID000002585,2845
4663,CID000002585,2842
4664,CID000002585,54112
4665,CID000002585,136
4666,CID000002585,135
4667,CID000002585,134
4668,CID000002585,10692
4669,CID000002585,9287
4670,CID000002585,9283
4671,CID000002585,4985
4672,CID000002585,4987
4673,CID000002585,10663
4674,CID000002585,4988
4675,CID000002585,27201
4676,CID000002585,4889
4677,CID000002585,221391
4678,CID000002585,2850
4679,CID000002585,84539
4680,CID000002585,84634
4681,CID000002585,4887
4682,CID000002585,54329
4683,CID000002585,54328
4684,CID000002585,10886
4685,CID000002585,10887
4686,CID000002585,729230
4687,CID000002585,23566
4688,CID000002585,10888
4689,CID000002585,9170
4690,CID000002585,6010
4691,CID000002585,56923
4692,CID000002585,2798
4693,CID000002585,128674
4694,CID000002585,10803
4695,CID000002585,319100
4696,CID000002585,23596
4697,CID000002585,94233
4698,CID000002585,3274
4699,CID000002585,285601
4700,CID000002585,2827
4701,CID000002585,53831
4702,CID000002585,1902
4703,CID000002585,338557
4704,CID000002585,1234
4705,CID000002585,1230
4706,CID000002585,1813
4707,CID000002585,1232
4708,CID000002585,1233
4709,CID000002585,1238
4710,CID000002585,2837
4711,CID000002585,2835
4712,CID000002585,2834
4713,CID000002585,2832
4714,CID000002585,2831
4715,CID000002585,2830
4716,CID000002585,344561
4717,CID000002585,2652
4718,CID000002585,5734
4719,CID000002585,5737
4720,CID000002585,5243
4721,CID000002585,1241
4722,CID000002585,8811
4723,CID000002585,3351
4724,CID000002585,83550
4725,CID000002585,3350
4726,CID000002585,623
4727,CID000002585,2861
4728,CID000002585,64106
4729,CID000002585,3352
4730,CID000002585,339403
4731,CID000002585,153
4732,CID000002585,3757
4733,CID000002585,7852
4734,CID000002585,83873
4735,CID000002585,152
4736,CID000002585,6532
4737,CID000002585,6530
4738,CID000002585,6531
4739,CID000002585,155
4740,CID000002585,9038
4741,CID000002585,134864
4742,CID000002585,64582
4743,CID000002585,4829
4744,CID000002585,5540
4745,CID000002585,3361
4746,CID000002585,3362
4747,CID000002585,3363
4748,CID000002585,186
4749,CID000002585,187
4750,CID000002585,185
4751,CID000002585,2587
4752,CID000002585,9293
4753,CID000002585,5021
4754,CID000002585,57007
4755,CID000002585,4986
4756,CID000002585,118442
4757,CID000002585,8477
4758,CID000002585,4157
4759,CID000002585,84109
4760,CID000002585,2925
4761,CID000002585,5956
4762,CID000002585,6752
4763,CID000002585,6753
4764,CID000002585,350383
4765,CID000002585,6751
4766,CID000002585,6754
4767,CID000002585,6755
4768,CID000002585,2693
4769,CID000002585,151
4770,CID000002585,150
4771,CID000002585,2862
4772,CID000002585,2863
4773,CID000002585,887
4774,CID000002585,886
4775,CID000002585,554
4776,CID000002585,4886
4777,CID000002585,552
4778,CID000002585,59340
4779,CID000002585,3062
4780,CID000002585,3061
4781,CID000002585,4923
4782,CID000002585,1816
4783,CID000002585,5729
4784,CID000002585,4161
